id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,created_at
7657,Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,106.96,2,0.0,31.0184,2024-08-16 12:06:06.966875
7658,Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4,0.0,76.9816,2024-08-16 12:06:06.966875
7659,First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.7,-53.7432,2024-08-16 12:06:06.966875
7660,Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.9,5,0.0,25.872,2024-08-16 12:06:06.966875
7661,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.728,3,0.6,-53.7096,2024-08-16 12:06:06.966875
7662,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7,0.8,-18.2525,2024-08-16 12:06:06.966875
7663,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,99.2,5,0.0,25.792,2024-08-16 12:06:06.966875
7664,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5,0.2,2.786,2024-08-16 12:06:06.966875
7665,Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4,0.0,10.3936,2024-08-16 12:06:06.966875
7666,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0.0,13.984,2024-08-16 12:06:06.966875
7667,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9,0.0,2591.9568,2024-08-16 12:06:06.966875
7668,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,119.1,3,0.0,34.539,2024-08-16 12:06:06.966875
7669,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6,0.0,19.2384,2024-08-16 12:06:06.966875
7670,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,59.94,3,0.0,28.1718,2024-08-16 12:06:06.966875
7671,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,259.98,2,0.0,88.3932,2024-08-16 12:06:06.966875
7672,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,170.98,1,0.0,32.4862,2024-08-16 12:06:06.966875
7673,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3,0.0,4.6764,2024-08-16 12:06:06.966875
7674,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,154.9,5,0.0,69.705,2024-08-16 12:06:06.966875
7675,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,446.068,4,0.3,0.0,2024-08-16 12:06:06.966875
7676,Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0.0,41.2938,2024-08-16 12:06:06.966875
7677,Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.472,3,0.2,4.9878,2024-08-16 12:06:06.966875
7678,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,195.64,4,0.0,91.9508,2024-08-16 12:06:06.966875
7679,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3,0.0,7.0218,2024-08-16 12:06:06.966875
7680,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,1687.8,4,0.0,742.632,2024-08-16 12:06:06.966875
7681,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,341.96,2,0.0,78.6508,2024-08-16 12:06:06.966875
7682,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0.0,151.47,2024-08-16 12:06:06.966875
7683,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.732,1,0.1,41.496,2024-08-16 12:06:06.966875
7684,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,3812.97,3,0.0,1906.485,2024-08-16 12:06:06.966875
7685,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,26.424,9,0.2,9.5787,2024-08-16 12:06:06.966875
7686,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,625.99,1,0.0,187.797,2024-08-16 12:06:06.966875
7687,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0.0,329.4081,2024-08-16 12:06:06.966875
7688,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1,0.0,8.304,2024-08-16 12:06:06.966875
7689,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,160.0,8,0.0,62.4,2024-08-16 12:06:06.966875
7690,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3,0.0,50.3832,2024-08-16 12:06:06.966875
7691,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,872.94,3,0.0,157.1292,2024-08-16 12:06:06.966875
7692,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2,0.0,6.2208,2024-08-16 12:06:06.966875
7693,Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,88.8,6,0.0,44.4,2024-08-16 12:06:06.966875
7694,Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,319.968,4,0.2,35.9964,2024-08-16 12:06:06.966875
7695,Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,167.888,7,0.2,14.6902,2024-08-16 12:06:06.966875
7696,First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,163.96,5,0.2,59.4355,2024-08-16 12:06:06.966875
7697,First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096,2024-08-16 12:06:06.966875
7698,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,1199.98,2,0.0,467.9922,2024-08-16 12:06:06.966875
7699,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,73.85,1,0.0,2.2155,2024-08-16 12:06:06.966875
7700,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,25.71,3,0.0,6.6846,2024-08-16 12:06:06.966875
7701,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,17.28,6,0.0,8.1216,2024-08-16 12:06:06.966875
7702,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,526.582,2,0.3,-52.6582,2024-08-16 12:06:06.966875
7703,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,11.56,2,0.0,5.6644,2024-08-16 12:06:06.966875
7704,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,209.97,3,0.0,58.7916,2024-08-16 12:06:06.966875
7705,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,447.84,4,0.0,98.5248,2024-08-16 12:06:06.966875
7706,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,479.97,3,0.0,163.1898,2024-08-16 12:06:06.966875
7707,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.64,3,0.0,2.5056,2024-08-16 12:06:06.966875
7708,Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.68,2,0.0,4.2048,2024-08-16 12:06:06.966875
7709,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,40.776,3,0.2,0.5097,2024-08-16 12:06:06.966875
7710,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,13.698,3,0.7,-9.5886,2024-08-16 12:06:06.966875
7711,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,87.8,5,0.2,32.925,2024-08-16 12:06:06.966875
7712,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,77.952,3,0.2,15.5904,2024-08-16 12:06:06.966875
7713,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,147.184,2,0.2,-29.4368,2024-08-16 12:06:06.966875
7714,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3,0.2,16.1838,2024-08-16 12:06:06.966875
7715,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,250.26,6,0.0,72.5754,2024-08-16 12:06:06.966875
7716,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,40.776,3,0.2,0.5097,2024-08-16 12:06:06.966875
7717,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,29.6,5,0.2,9.25,2024-08-16 12:06:06.966875
7718,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,1.938,2,0.7,-1.3566,2024-08-16 12:06:06.966875
7719,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,159.96,4,0.0,51.1872,2024-08-16 12:06:06.966875
7720,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,59.52,3,0.0,15.4752,2024-08-16 12:06:06.966875
7721,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,17.48,2,0.0,8.2156,2024-08-16 12:06:06.966875
7722,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.168,2,0.2,4.6088,2024-08-16 12:06:06.966875
7723,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,40.74,3,0.0,12.222,2024-08-16 12:06:06.966875
7724,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,179.886,1,0.3,-2.5698,2024-08-16 12:06:06.966875
7725,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,286.256,1,0.2,17.891,2024-08-16 12:06:06.966875
7726,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,24.224,2,0.2,-4.8448,2024-08-16 12:06:06.966875
7727,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,331.536,3,0.2,-82.884,2024-08-16 12:06:06.966875
7728,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,17.52,3,0.0,6.3072,2024-08-16 12:06:06.966875
7729,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,17.856,4,0.2,4.2408,2024-08-16 12:06:06.966875
7730,Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,431.976,3,0.2,-75.5958,2024-08-16 12:06:06.966875
7731,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,291.136,4,0.2,-25.4744,2024-08-16 12:06:06.966875
7732,First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,114.848,4,0.2,35.89,2024-08-16 12:06:06.966875
7733,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,2024-08-16 12:06:06.966875
7734,Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232,4,0.2,5.5216,2024-08-16 12:06:06.966875
7735,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,12.42,3,0.0,5.2164,2024-08-16 12:06:06.966875
7736,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2024-08-16 12:06:06.966875
7737,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,70.368,4,0.2,26.388,2024-08-16 12:06:06.966875
7738,First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,12.672,9,0.2,1.4256,2024-08-16 12:06:06.966875
7739,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.95,5,0.0,43.176,2024-08-16 12:06:06.966875
7740,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,6.58,2,0.0,3.0268,2024-08-16 12:06:06.966875
7741,Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,94.99,1,0.0,28.497,2024-08-16 12:06:06.966875
7742,Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,35.12,2,0.2,13.17,2024-08-16 12:06:06.966875
7743,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,2024-08-16 12:06:06.966875
7744,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2,0.0,3.7412,2024-08-16 12:06:06.966875
7745,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,566.97,3,0.0,153.0819,2024-08-16 12:06:06.966875
7746,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.84,3,0.0,2.8536,2024-08-16 12:06:06.966875
7747,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,25.488,2,0.2,4.779,2024-08-16 12:06:06.966875
7748,Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,2024-08-16 12:06:06.966875
7749,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,60.84,3,0.0,19.4688,2024-08-16 12:06:06.966875
7750,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,450.04,2,0.0,58.5052,2024-08-16 12:06:06.966875
7751,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,34.6,2,0.0,16.608,2024-08-16 12:06:06.966875
7752,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,467.97,3,0.0,140.391,2024-08-16 12:06:06.966875
7753,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,33.02,2,0.0,15.8496,2024-08-16 12:06:06.966875
7754,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,17.088,2,0.2,1.068,2024-08-16 12:06:06.966875
7755,Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2,0.2,0.3384,2024-08-16 12:06:06.966875
7756,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,268.24,7,0.2,93.884,2024-08-16 12:06:06.966875
7757,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,431.16,5,0.2,107.79,2024-08-16 12:06:06.966875
7758,Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,43.6,4,0.0,12.208,2024-08-16 12:06:06.966875
7759,Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,154.95,3,0.0,30.99,2024-08-16 12:06:06.966875
7760,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,2024-08-16 12:06:06.966875
7761,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,42.208,2,0.2,13.7176,2024-08-16 12:06:06.966875
7762,First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2024-08-16 12:06:06.966875
7763,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,2.224,1,0.2,0.556,2024-08-16 12:06:06.966875
7764,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,74.52,9,0.0,35.0244,2024-08-16 12:06:06.966875
7765,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,17.52,3,0.0,5.256,2024-08-16 12:06:06.966875
7766,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,1779.9,5,0.0,373.779,2024-08-16 12:06:06.966875
7767,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,219.9,5,0.0,59.373,2024-08-16 12:06:06.966875
7768,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3,0.2,0.7152,2024-08-16 12:06:06.966875
7769,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,26.72,5,0.2,9.352,2024-08-16 12:06:06.966875
7770,Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,1039.728,2,0.2,90.9762,2024-08-16 12:06:06.966875
7771,Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,45.96,2,0.0,13.788,2024-08-16 12:06:06.966875
7772,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,456.588,2,0.7,-304.392,2024-08-16 12:06:06.966875
7773,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978,2024-08-16 12:06:06.966875
7774,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,59.976,3,0.2,11.9952,2024-08-16 12:06:06.966875
7775,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,6.12,3,0.0,2.8764,2024-08-16 12:06:06.966875
7776,Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,10.98,1,0.0,2.9646,2024-08-16 12:06:06.966875
7777,Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Fasteners,7.86,3,0.0,3.6156,2024-08-16 12:06:06.966875
7778,Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,51.45,3,0.0,13.8915,2024-08-16 12:06:06.966875
7779,Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Binders,37.056,3,0.2,13.896,2024-08-16 12:06:06.966875
7780,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,203.92,4,0.0,55.0584,2024-08-16 12:06:06.966875
7781,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Phones,29.56,4,0.0,7.9812,2024-08-16 12:06:06.966875
7782,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656,2024-08-16 12:06:06.966875
7783,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2,0.2,3.9592,2024-08-16 12:06:06.966875
7784,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,876.3,10,0.4,-292.1,2024-08-16 12:06:06.966875
7785,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Supplies,185.376,2,0.2,-34.758,2024-08-16 12:06:06.966875
7786,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,25.06,2,0.0,11.7782,2024-08-16 12:06:06.966875
7787,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.89,1,0.8,-4.7685,2024-08-16 12:06:06.966875
7788,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,7.896,3,0.2,2.4675,2024-08-16 12:06:06.966875
7789,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,2024-08-16 12:06:06.966875
7790,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,30.528,8,0.2,9.54,2024-08-16 12:06:06.966875
7791,Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,4.842,3,0.7,-3.3894,2024-08-16 12:06:06.966875
7792,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.8,5,0.8,-2.88,2024-08-16 12:06:06.966875
7793,First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,39.984,2,0.2,-1.4994,2024-08-16 12:06:06.966875
7794,Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5,0.0,15.876,2024-08-16 12:06:06.966875
7795,Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,97.88,2,0.0,48.94,2024-08-16 12:06:06.966875
7796,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Phones,307.168,4,0.2,30.7168,2024-08-16 12:06:06.966875
7797,Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0.0,13.181,2024-08-16 12:06:06.966875
7798,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.01,3,0.0,22.0947,2024-08-16 12:06:06.966875
7799,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,469.99,1,0.0,136.2971,2024-08-16 12:06:06.966875
7800,First Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,207.846,3,0.1,2.3094,2024-08-16 12:06:06.966875
7801,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,324.744,3,0.2,-77.1267,2024-08-16 12:06:06.966875
7802,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,40.48,2,0.0,14.5728,2024-08-16 12:06:06.966875
7803,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,12.0,4,0.2,4.2,2024-08-16 12:06:06.966875
7804,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,720.064,4,0.2,-63.0056,2024-08-16 12:06:06.966875
7805,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,25.424,1,0.2,-4.767,2024-08-16 12:06:06.966875
7806,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2,0.2,0.3168,2024-08-16 12:06:06.966875
7807,Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.7,-2.5632,2024-08-16 12:06:06.966875
7808,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,30.828,7,0.7,-24.6624,2024-08-16 12:06:06.966875
7809,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5.952,2024-08-16 12:06:06.966875
7810,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,108.784,2,0.2,10.8784,2024-08-16 12:06:06.966875
7811,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,4.77,1,0.0,2.1465,2024-08-16 12:06:06.966875
7812,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,7.98,3,0.0,2.0748,2024-08-16 12:06:06.966875
7813,First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,550.431,3,0.3,-47.1798,2024-08-16 12:06:06.966875
7814,First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6,0.0,4.6464,2024-08-16 12:06:06.966875
7815,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Bookcases,1497.666,2,0.15,140.9568,2024-08-16 12:06:06.966875
7816,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,17.52,2,0.2,-3.504,2024-08-16 12:06:06.966875
7817,Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,113.22,3,0.0,29.4372,2024-08-16 12:06:06.966875
7818,Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,35.88,6,0.0,17.5812,2024-08-16 12:06:06.966875
7819,Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Binders,4535.976,3,0.2,1644.2913,2024-08-16 12:06:06.966875
7820,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Fasteners,11.84,8,0.0,5.6832,2024-08-16 12:06:06.966875
7821,Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0.0,160.0398,2024-08-16 12:06:06.966875
7822,Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,111.672,9,0.2,6.9795,2024-08-16 12:06:06.966875
7823,Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,8.64,3,0.0,2.5056,2024-08-16 12:06:06.966875
7824,Standard Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,149.97,3,0.0,52.4895,2024-08-16 12:06:06.966875
7825,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,232.88,5,0.2,17.466,2024-08-16 12:06:06.966875
7826,Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,90.882,1,0.1,15.147,2024-08-16 12:06:06.966875
7827,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,508.768,4,0.2,38.1576,2024-08-16 12:06:06.966875
7828,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,9.912,3,0.2,3.2214,2024-08-16 12:06:06.966875
7829,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,63.936,3,0.2,6.3936,2024-08-16 12:06:06.966875
7830,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Art,59.52,3,0.0,15.4752,2024-08-16 12:06:06.966875
7831,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,311.976,3,0.2,38.997,2024-08-16 12:06:06.966875
7832,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,50.352,3,0.2,17.6232,2024-08-16 12:06:06.966875
7833,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,19.136,2,0.2,1.9136,2024-08-16 12:06:06.966875
7834,Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.12,5,0.2,2.132,2024-08-16 12:06:06.966875
7835,Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,241.568,2,0.2,-15.098,2024-08-16 12:06:06.966875
7836,Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,479.92,2,0.2,41.993,2024-08-16 12:06:06.966875
7837,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,307.136,4,0.2,-11.5176,2024-08-16 12:06:06.966875
7838,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Labels,12.6,2,0.0,5.796,2024-08-16 12:06:06.966875
7839,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,159.98,2,0.0,57.5928,2024-08-16 12:06:06.966875
7840,Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3,0.0,2.8764,2024-08-16 12:06:06.966875
7841,Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Furniture,Tables,1184.72,4,0.0,106.6248,2024-08-16 12:06:06.966875
7842,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2,0.0,13.788,2024-08-16 12:06:06.966875
7843,Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,58.05,3,0.0,26.703,2024-08-16 12:06:06.966875
7844,Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,71.28,11,0.0,34.2144,2024-08-16 12:06:06.966875
7845,Standard Class,Consumer,United States,Pharr,Texas,78577,Central,Furniture,Tables,124.404,4,0.3,-21.3264,2024-08-16 12:06:06.966875
7846,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,154.9,5,0.0,69.705,2024-08-16 12:06:06.966875
